category,recipe_name,recipe_url,description,ingredients,directions,serving,nutrition
Snacks and Sides,Easy Chili Popcorn Recipe,https://www.eatright.org/recipes/snacks-and-sides/easy-chili-popcorn-recipe,['Try this healthy and delicious popcorn the next time you crave a savory snack or have family movie night at home.'],['4 cups air-popped popcorn 1 tablespoon melted margarine or butter 1 teaspoon chili powder Dash of garlic powder'],"Mix popcorn and margarine or butter in a bowl.,Mix seasonings thoroughly and sprinkle over popcorn.,Mix well.,Serve immediately.",['Serving size: 1 cup Serves 4'],['Calories: 60; Total Fat: 3g; Saturated Fat: 0.5g; Cholesterol: 0mg; Sodium: 30mg; Total Carbohydrates: 7g; Dietary Fiber: 1g; Protein: 1g.']
Snacks and Sides,Sweet Potato Kwanzaa Bread Recipe,https://www.eatright.org/recipes/snacks-and-sides/sweet-potato-kwanzaa-bread-recipe,"['This bread is attributed to Kwanzaa, the African-American harvest celebration, enjoyed in Philadelphia where I live and also by people throughout the world. The sweet potatoes, carrots and orange juice contribute not only to the rich orange color, but also to the sweet, robust flavor and an enviable nutrition profile.']","['Vegetable cooking spray 1⅓ cups all-purpose flour 1 cup wheat germ 2 teaspoons baking powder 1 teaspoon baking soda 2 teaspoons cinnamon 1 cup oats (not instant) 1 cup packed brown sugar 1¾ cup cooked, mashed sweet potato 3 eggs, lightly beaten ⅓ cup extra-virgin olive oil ⅓ cup orange juice 1 carrot, grated 1 cup raisins, packed']","Preheat oven to 350°F. Spray two 9-by-5-by-3-inch loaf pans with cooking spray.,Combine flour, wheat germ, baking powder, baking soda, cinnamon, oats and brown sugar in a large bowl. Set aside.,In a medium bowl, mix the remaining ingredients, then add the wet mixture to the dry ingredients and stir just until combined.,Spoon the batter evenly into the pans. Bake 45 to 50 minutes or until a toothpick inserted in the middle comes out clean.,Cool before cutting into 24 slices.,Add some crunch by stirring in ½ to 1 cup walnut pieces before baking.,Spoon the batter into 24 muffin cups coated with cooking spray. Bake 30 to 35 minutes, or until the toothpick inserted in the middle of a muffin comes out clean.",['Serving size: 1 slice'],['Calories: 180; Total Fat: 5g; Saturated Fat: 1g; Cholesterol: 25mg; Sodium: 120mg; Total Carbohydrate: 32g; Dietary Fiber: 2g; Protein: 4g']
Snacks and Sides,Healthy Spinach and Artichoke Dip Recipe,https://www.eatright.org/recipes/snacks-and-sides/healthy-spinach-and-artichoke-dip-recipe,"[""This delicious and nutritious dip tastes amazing! It's so good that we recommend serving it in 4-ounce ramekins so that everyone gets the right serving size. It offers protein to keep our muscles strong and calcium for our bones and teeth. Dip away with pita chips or a colorful assortment of crunchy veggies. Enjoy!""]","['4 cups water 1 (6-ounce) bag of fresh spinach ¼ cup fresh basil 1 (15-ounce) can of cannellini beans, unsalted 1 (14-ounce) can of artichoke hearts, unsalted (or frozen) 1 clove garlic, chopped 3 ounces low-fat cream cheese ⅛ teaspoon sea salt ⅛ teaspoon ground black pepper ½ cup plus 4 tablespoons low-fat, low-sodium mozzarella cheese, shredded']","Preheat oven to 350°F.,In a medium saucepan, boil 4 cups water. Prepare an ice bath in a large bowl. When water comes to a boil, add spinach and basil in small batches and cook for about 30 seconds. Remove with a slotted spoon and transfer to the ice bath to stop the cooking process and retain a vibrant green color.,Squeeze as much water out of the spinach and basil as possible ( squeeze excess liquid over a mug and drink it, if you'd like — it's full of nutrients! ).,In a food processor, combine cooked greens, cannellini beans, artichoke hearts, garlic, cream cheese, sea salt and pepper. Transfer to a bowl and fold in ½ cup mozzarella cheese.,Fill 4-ounce ramekins with dip mixture and top each with a sprinkle of remaining cheese.,Bake for about 5 to 10 minutes or until the cheese on top is brown and bubbly.,Serve with pita chips or fresh veggies.",['Serving size: 4 ounces Serves 10'],['Calories: 100; Total Fat: 3 Total Saturated Fat: 2; Cholesterol: 0mg; Carbohydrate: 10g; Protein: 6g; Sodium: 180mg; Vitamin A: 15%; Vitamin C: Vitamin C: 8%; Calcium: 10%: Iron: 10%.']
Snacks and Sides,Fresh Dates Stuffed with Rosemary Mascarpone and Walnuts Recipe,https://www.eatright.org/recipes/snacks-and-sides/fresh-dates-stuffed-with-rosemary-mascarpone-and-walnuts-recipe,"['Dates — a very sweet fruit that\'s high in potassium and fiber — have a 5,000-year history in the Middle East and parts of the Mediterranean. Often mixed into sweet-savory main dishes and desserts, dates are traditionally eaten as the first food when breaking the fast during Ramadan. Stuffed with nuts, soft cheese and dried fruit, dates provide a sweet complement to savory dishes during autumn and winter holiday dinners… and they\'re a fast, elegant, seemingly ""decadent"" option with sweet desserts.']","['4 ounces mascarpone cheese 2 tablespoons finely-snipped fresh rosemary ¾ pound (about 24) pitted fresh Medjool dates ½ cup (about 1½ ounces) coarsely-chopped walnuts Fresh rosemary, for garnish']","Combine mascarpone cheese and rosemary in a small bowl, incorporating well. Cover. Refrigerate for about 1 hour for flavors to blend.,Slit the dates along one side. Stuff each date with about 1 teaspoon mascarpone cheese mixture, leaving the slit slightly open to expose the cheese mixture.,Dip the cheese-stuffed dates in the walnuts along the slit, allowing the walnuts to coat the cheese mixture.,Garnish with rosemary leaves, if desired.,Refrigerate, covered, until ready to serve.",['Serving size: 2 dates Serves 12'],['Calories: 150; Calories from fat: 70; Total fat: 8g; Saturated fat: 2.5g; Trans fat: 0g; Cholesterol: 10mg; Sodium: 5mg; Total carbohydrate: 22g; Dietary fiber: 2g; Sugars: 19g; Protein: 2g']
Snacks and Sides,Sweet and Spicy Roasted Squash Trio Recipe,https://www.eatright.org/recipes/snacks-and-sides/sweet-and-spicy-roasted-squash-trio-recipe,"[""Move over cubes! Here is a new way to taste a trio of this season's star vegetable.""]","['3 tablespoons balsamic vinegar 2 tablespoons olive oil 1 tablespoon honey Salt and black pepper, to taste 1 small acorn squash, seeded and cut into six 2-inch wedges 1 small butternut squash, seeded and cut into six 2-inch rectangular pieces 1 small calabaza squash, seeded and cut into eight 2-inch wedges 1 to 2 teaspoons dried rubbed sage 1 to 2 teaspoons minced canned chipotle peppers in adobo sauce 1 to 2 teaspoons ground cumin 6 tablespoons chopped hazelnuts']","Preheat oven to 450°F.,Make dressing: Combine vinegar, oil, honey, salt and black pepper.,Toss acorn squash with 2 tablespoons dressing and sage.,Toss butternut squash with 2 tablespoons dressing and chipotle peppers in adobo.,Toss calabaza squash with 2 tablespoons dressing and cumin.,Place the squash on baking sheet and roast for 20 minutes; flip and roast 20 more minutes.,Remove from the oven and sprinkle with hazelnuts.",['Serving size: 3 Pieces'],['Calories: 200; Total Fat 10g; Saturated Fat: 1g; Trans\xa0Fat: 0g; Cholesterol: 0mg; Sodium: 95mg; Total Carbohydrate: 31g; Dietary Fiber: 6g; Sugars: 11g; Protein: 3g; Vitamin A: 270%; Vitamin C: 60%; Calcium: 10%; Iron: 10%']
Snacks and Sides,Herbs de Provence Blend Recipe,https://www.eatright.org/recipes/snacks-and-sides/herbs-de-provence-blend-recipe,"Herbs de Provence— translated from French to ""herbs of Provence"" — is a salt-free blend of dried herbs, originating
in the culinary traditions of southern France. Used to intensify and infuse flavor into meat, poultry, seafood, eggs,
vegetables, salads, stews and other foods,herbs de Provencehas no single recipe. Instead, each blend is uniquely flavorful. While basil, fennel seeds, savory and
thyme are common ingredients,herbs de Provencemay have many combinations of dried herbs grown in the Mediterranean: bay leaf, chervil,
chives, lavender, marjoram, oregano, parsley, rosemary, tarragon or sage, too.,Prepare this recipe for starters, then create your
own blend to complement your favorite recipes. Use ¼ teaspoon dry herbs per pound of meat or 1 pint of sauce. Add more if you want more herb flavor.",['¼\ncup dried rosemary 1\nteaspoon celery seeds 1\nteaspoon fennel seeds ¼\ncup dried chives ¼\ncup dried oregano leaves 2\ntablespoons dried basil leaves 2 tablespoons dried Italian parsley ½ teaspoon dried thyme leaves ½\nteaspoon dried lavender buds'],"Grind rosemary, celery seeds and fennel seeds in a
    spice grinder. Place in a small
    bowl.,Add chives, oregano, basil, parsley,
    thyme and
    lavender buds. Blend
    well.,Store in an
    airtight container, in a dark place, until ready to use. Use within a year
    for maximum flavor.",['Serving size:\xa01 tablespoon Makes\n16 portions'],['Calories: 10; Calories from fat: 0; Total fat: 0g; Saturated fat: 0g; Trans fat: 0g;\nCholesterol: 0mg; Sodium: 0mg; Total carbohydrate: 2g; Dietary fiber: 1g;\nSugars: 0g; Protein: 0g']
Snacks and Sides,Carrot Fries Recipe,https://www.eatright.org/recipes/snacks-and-sides/carrot-fries-recipe,"[""Forget French fries and try these carrot fries for more antioxidants and fewer calories.\xa0They're super easy to make, too.""]",['1 pound of carrots Cooking spray Salt and pepper to taste'],"Preheat oven to 400ºF (204ºC).,Peel the carrots and cut them into strips, about ¼-inch thick and a few inches long.,Coat a baking pan with cooking spray and spread the carrots onto it. Sprinkle with salt and pepper.,Bake 15 minutes. Flip them over and coat them with a bit more cooking spray, salt and pepper. Bake another 15 minutes until lightly browned.",['Serving size: ¼ of recipe Serves 4'],['Calories: 45; Total Fat: 0g; Saturated Fat: 0g; Cholesterol: 0mg; Sodium: 370mg; Total Carbohydrate: 11g; Dietary Fiber: 3g; Sugars: 5g; Protein: 1g.']
Snacks and Sides,Roasted Brussels Sprouts with Apple and Cranberries Recipe,https://www.eatright.org/recipes/snacks-and-sides/roasted-brussels-sprouts-with-apple-and-cranberries-recipe,"['Called""choux de Bruxelles""in Belgium, where they were first cultivated 500 years ago, Brussels sprouts — ""mini cabbages"" — are easy to cook and good for you. Similar to other cruciferous vegetables, Brussels sprouts are a source of phytonutrients, delivering their potential antioxidant benefits. And, like cabbage, they also provide vitamin C, folate and dietary fiber. Their flavor? Small, tender Brussels sprouts are usually sweeter and milder than larger sprouts — especially when cooked only until tender-crisp, not overcooked. Belgians traditionally season Brussels sprouts with nutmeg — but fruit, herbs and nuts also complement the flavor and balance the vegetable\'s characteristic bitterness.']","['1 pound Brussels sprouts, trimmed and quartered 1 medium sweet apple (e.g. Gala, Fuji), cored and diced ½ cup dried cranberries ½ cup 100% apple or orange juice 2 teaspoons canola oil 1 teaspoon minced fresh tarragon ¼ teaspoon salt, or to taste ⅛ teaspoon freshly-ground black pepper ¼ cup chopped toasted pecans*']","Preheat oven to 375ºF (190ºC).,Combine Brussels sprouts, apple and cranberries in a large bowl. Set aside.,Whisk together apple or orange juice, oil, tarragon, salt and pepper in a small bowl; add to Brussels sprouts mixture; toss until well coated.,Arrange the Brussels sprouts mixture in a 9-by-9-inch baking dish. Bake for 25 to 30 minutes until the Brussels sprouts are fork tender.,To serve, top with toasted pecans.,*Toast the pecans in a small, heavy dry skillet over medium heat, shaking the skillet frequently for 1 to 2 minutes, until golden to release the flavorful oils.",['Serving size: ¾ cup Serves 4'],['Calories: 200; Calories from fat: 70; Total fat: 8g; Saturated fat: 0.5g; Trans fat: 0g; Cholesterol: 0mg; Sodium: 180mg; Total carbohydrate: 33g; Dietary fiber: 7g; Sugars: 21g; Protein: 5g']
Snacks and Sides,Curried Garbanzo Bean Poppers Recipe,https://www.eatright.org/recipes/snacks-and-sides/curried-garbanzo-bean-poppers-recipe,['These roasted treats can be a snack on their own or a protein-boosting addition to salads.'],"['1 (15.5-ounce) can garbanzo beans or chickpeas, drained and rinsed 1 teaspoon curry powder 2 teaspoons olive oil 1 teaspoon chopped cilantro']","Preheat oven to 425°F (218°C).,On a foil-lined sheet tray, mix together garbanzo beans, curry powder and olive oil. Spread beans out in a single layer to ensure each bean has enough space to get crispy.,Bake for 25 minutes.,Remove beans from oven and gently toss in chopped cilantro before serving warm.",['Serving size: ⅓ cup Serves 4'],['Calories: 173; Total fat: 5g; Saturated fat: 1g; Cholesterol: 0mg; Sodium: 233mg; Carbohydrates: 25g; Fiber: 7g; Sugars: 4g; Protein: 8g; Potassium: 126mg; Phosphorus: 90mg']
Snacks and Sides,Roasted Spring Asparagus Recipe,https://www.eatright.org/recipes/snacks-and-sides/roasted-spring-asparagus-recipe,"[""Although you can grill, steam or broil asparagus, you'll love it roasted! This tasty and simple dish goes well with chicken, lamb or fish.And asparagus, a member of the lily family, is a great source of folate, iron and potassium. It also is high in vitamins A and C.""]","['1 pound thin asparagus spears 1 tablespoon extra virgin olive oil ½ teaspoon salt ¼ to 1 teaspoon freshly ground pepper, or to taste 2 teaspoons truffle oil (optional)']","Preheat oven to 425ºF (218ºC).,Clean and trim asparagus. Peel the ends if the spears are thick.,Drizzle a roasting pan with the olive oil and lay the asparagus evenly in the pan. Turn to coat with oil. Season with salt and pepper.,Roast the asparagus for approximately 20 minutes, or until the stalks are tender yet crisp. Remove from the pan and transfer to a serving dish.,Drizzle with truffle oil, if using. Serve warm or at room temperature.,Truffle oil is olive oil that has been infused with the flavor of black truffles. It imparts a rich, earthy flavor to cooked foods.,Whether you bring home stalks from the farmers' market or from your local grocery, make sure the spears are firm and fresh-looking and the tips are tightly closed. Asparagus should be eaten within a few days for the best flavor. The best way to store asparagus in the refrigerator is to cut off an inch from the stalk and stand the spears upright in an inch or two of water, covered with a plastic bag.,In addition to the common green color, asparagus also comes in purple and white varieties. Purple asparagus turns green when cooked. The prized white variety is cultivated by covering the stalks with mounds of earth to prevent the development of chlorophyll, which creates a green hue.","['Frances Largeman-Roth, RD, is a contributor to ""Cooking Healthy Across America.""']",[]
Snacks and Sides,Creamy Parmesan Spinach Squares Recipe,https://www.eatright.org/recipes/snacks-and-sides/creamy-parmesan-spinach-squares-recipe,"These creamy squares will have your kids gobbling up their greens. Eat them as a side or snack.,Watch how they're made.","['20 ounces frozen chopped spinach, thawed 3 large eggs 1 cup fat-free milk 1 cup white whole-wheat flour 1 teaspoon baking powder 1½ cups (6 ounces) shredded Monterey Jack cheese ½ cup grated Parmesan cheese']","Preheat oven to 350°F.,Spray a 13-by-9-inch baking dish with non-stick cooking spray. Set aside.,Place chopped spinach in a colander set over a sink or large bowl. Squeeze out as much excess water in spinach as possible. Set aside.,Whisk together eggs and milk in a medium bowl. Add flour and baking powder to egg mixture. Stir to combine.,Add cheeses and spinach. Mix until thoroughly combined.,Transfer mixture to prepared baking dish, spreading evenly.,Bake for 35 minutes, or until firm and edges are golden brown.,Let cool 20 minutes. Slice into 24 squares.,Serve warm or at room temperature.",['Serving size: 1 2-by-2-inch square Serves 24'],['Calories: 73; Total fat: 3g; Saturated fat: 2g; Cholesterol: 31mg; Sodium: 125mg; Carbohydrates: 6g; Fiber: 1g; Sugars: 1g; Protein: 5g; Potassium: N/A; Phosphorus: N/A.']
Snacks and Sides,Tandoori Chicken Skewers Recipe,https://www.eatright.org/recipes/snacks-and-sides/tandoori-chicken-skewers-recipe,"['Popular in Central Asia — Bangladesh, India and Pakistan — tandoori chicken is marinated in yogurt sauce with a unique blend of aromatic spices and turmeric, which gives the rich yellow color. In this recipe, marinated chicken is threaded on skewers, grilled, then served as an appetizer or main dish. Complement chicken tandoori with naan, an Indian flatbread,Cucumber-Mint Raita recipe, and your choice of vegetables and fruit.']","['3 boneless chicken breasts (about 2½ pounds) 1 cup plain low-fat yogurt 3 tablespoons fresh lime juice 1 tablespoon grated fresh ginger 1 teaspoon turmeric 1 teaspoon ground coriander 1 teaspoon cumin ½ teaspoon cardamom ¼ teaspoon cayenne pepper ¼ teaspoon ground cloves ¼ teaspoon salt 4 tablespoons vegetable oil 3 cups shredded lettuce 2 limes, cut in wedges ½ cup chopped mint leaves, for garnish']","Cut chicken in 1½-inch pieces. Place in a medium bowl.,Combine the yogurt and lime juice in a small bowl with ginger, turmeric, coriander, cumin, cardamom, cayenne pepper, cloves and salt. Stir to mix well. Pour yogurt mixture over the chicken and toss gently with a large spoon to coat chicken.,Cover and refrigerate 8 hours or overnight to marinate chicken.,Remove the chicken from the marinade; discard remaining marinade. Thread chicken on skewers and brush with vegetable oil.,Place chicken skewers on medium-high grill. Cook for 10 to 12 minutes, turning to cook thoroughly.,To serve, arrange grilled tandoori chicken skewers over lettuce. Garnish with lime wedges (to squeeze over chicken) and mint leaves.",['Serves 8'],['Calories: 270; Calories from fat: 110; Total fat: 12g; Saturated fat: 2g; Trans fat: 0g; Cholesterol: 85mg; Sodium 170mg; Total carbohydrate: 7g; Dietary fiber: 1g; Sugars: 3g; Protein: 33g']
Snacks and Sides,Broccoli Nuggets Recipe,https://www.eatright.org/recipes/snacks-and-sides/broccoli-nuggets-recipe,"[""Baked nuggets with a satisfying crunch, this recipe is sure to be your child's favorite way to eat broccoli.""]","['2 cups packed fresh broccoli, finely chopped 3 eggs, whisked ¾ cup reduced fat, shredded cheddar cheese 1 cup panko breadcrumbs ½ teaspoon dried oregano ¼ teaspoon garlic powder ¼ teaspoon salt']","Preheat oven to 350°F (176°C).,Place broccoli plus 1 cup of water in a microwave safe bowl. Microwave for 2½ minutes — broccoli should be tender but not mushy. Depending on the strength of the microwave, cooking time may need to be increased by 30 seconds to 1 minute.,Once broccoli is cooked, remove and drain well. Broccoli should be finely chopped so if you need to chop the broccoli more, do so now. Place chopped broccoli in a large bowl and add in the whisked eggs, cheese, breadcrumbs, oregano, garlic powder and salt. Use a wooden spoon or your hands to combine well. Mixture should stick together without much effort.,Shape into nuggets and place on a lightly greased baking sheet. If you are having a hard time forming into nuggets, add more breadcrumbs, 1 tablespoon at a time.,Place formed nuggets on a baking sheet. Bake for 15 minutes. Flip once and bake for an additional 10 minutes.,Serve as is or with your favorite dip.",['Serving size: 6 nuggets Serves 4'],['Calories: 203; Total fat: 9g; Saturated fat: 4g; Cholesterol: 151mg; Sodium: 508mg; Carbohydrates: 17g; Fiber: 2g; Sugars: 2g; Protein: 14g; Potassium: 230mg; Phosphorus: 255mg']
Snacks and Sides,Smoky Lime Yogurt Dip Recipe,https://www.eatright.org/recipes/snacks-and-sides/smoky-lime-yogurt-dip-recipe,['This simple savory dip goes well with your favorite veggies or as a topping for tacos or black beans and rice.'],['1 cup plain Greek yogurt Zest and juice of half of one lime 1 teaspoon smoked paprika (or ¼ teaspoon liquid smoke) ½ teaspoon cumin Pinch of salt Pinch of pepper'],"Mix all ingredients together.,Serve.",['Serving size: ¼ cup Serves 4'],['Calories: 79; Total fat: 6g; Saturated fat: 5g; Cholesterol: 10mg; Sodium: 54mg; Carbohydrates: 3g; Fiber: 0g; Sugars: 2g; Protein: 4g; Potassium: 118mg; Phosphorus: 80mg']
Snacks and Sides,Colcannon — Mashed Potatoes with Greens Recipe,https://www.eatright.org/recipes/snacks-and-sides/colcannon---mashed-potatoes-with-greens-recipe,"['Colcannon, a classic Irish dish, combines ever popular mashed potatoes with kale or cabbage, and is a terrific complement for corned beef, roasted chicken, lamb or ham. Tip: Either choice — kale or cabbage — is traditional, but kale makes this dish greener and more nutrient-rich.']","['2 pounds baking (russet) potatoes, peeled, cut in 3-inch chunks* 2 medium parsnips or carrots, peeled, cut in 2-inch chunks* 2 tablespoons unsalted butter or soft margarine, softened ¼ cup low-fat milk ½ teaspoon mace ½ teaspoon salt ¼ teaspoon pepper 2 cups chopped fresh kale ⅓ cup chopped green onion']","Place potatoes and parsnips in a large pot, and cover with water. Bring to a boil.,Reduce heat, cover and cook for about 20 minutes until potatoes and parsnips are tender but not falling apart. Drain; add butter, milk, mace, salt and pepper.,Meanwhile, blanch the kale in a medium saucepan by immersing it in boiling water for about 1 minute. Drain.,Mash the potatoes and parsnips with a potato masher or fork. Add kale and green onion; mix well.,To reheat if needed, cover mashed potatoes and place over very low heat for 5 minutes. Fluff with a potato masher or fork before serving.,Leave peels on potatoes and carrots, if desired, for more fiber. Since parsnips typically have a wax coating, they need to be peeled.",['Serves 6'],['Calories: 190;\xa0Calories from fat: 40; Total fat: 4.5g; Saturated fat: 2.5g; Trans fat: 0g;\xa0Cholesterol: 10mg; Sodium 220mg;\xa0Total carbohydrate: 35g; Dietary fiber: 4g; Sugars: 3g;\xa0Protein: 5g']
Snacks and Sides,Pizza Hummus Recipe,https://www.eatright.org/recipes/snacks-and-sides/pizza-hummus-recipe,"['Most\nkids love pizza, so why not bring the dish to the table in a new way? This\nrecipe for Pizza Hummus can be served as a dip or spread!']","['1 (16-ounce) can of chickpeas,\ndrained and rinsed ¼ cup tomato paste ¼ cup water 1 teaspoon dried oregano (or 1 tablespoon\nfresh oregano leaves, chopped) 1 teaspoon dried basil (or 1 tablespoon fresh basil leaves, chopped) 1 tablespoon olive oil 2 tablespoons fresh lemon juice ¼ cup shredded Parmesan cheese ¼ teaspoon crushed red pepper flakes (optional) 1 clove of garlic, minced ¼ teaspoon each salt and pepper']","Place all ingredients into a food
    processor and puree for 1 to 2 minutes, until smooth and creamy.,If hummus is
    too thick to spread on bread or dip vegetables, thin it with water by adding 1 tablespoon at a time until you reach the desired consistency.,Serve
    hummus as a dip for raw veggies and whole-grain crackers, or as a spread on
    your favorite sandwich or in a wrap.,Store extra hummus in an airtight container
    in the refrigerator.,For a dairy-free and vegan
    version, substitute ¼ cup nutritional yeast for the ¼ cup Parmesan cheese.",['Serving size: ¼ cup Serves: 6'],['Calories: 150; Total fat: 5g; Sat. fat: 1g; Chol.: 2mg; Sodium: 401mg; Carb.: 20g; Fiber 1g; Sugars: 2g; Protein 7g; Potassium: 210mg; Phosphorus: 95mg.']
Snacks and Sides,Spinach-Almond Pesto Recipe,https://www.eatright.org/recipes/snacks-and-sides/spinach-almond-pesto-recipe,"['Whether eaten as a dip, a spread or a sauce, savory\npesto is a culinary essential in many Italian recipes. This version features spinach and almonds, which are more\neconomical than the traditional basil and pine nuts, yet as flavorful and\nnourishing as ever. Deliciously simple\nto prepare, spread spinach-almond pesto over crusty bread for an easy\nappetizer, toss with your favorite pasta for a light meal, or spoon it over\ngrilled or broiled seafood or roasted chicken breast for a heartier entrée.']","['8 ounces baby spinach leaves ½ cup slivered almonds, toasted* 1 shallot, chopped 1 garlic clove, chopped 2 tablespoons freshly-squeezed lemon juice 2 teaspoons grated lemon peel ½ teaspoon crushed red pepper flakes 2 to 4 tablespoons extra-virgin olive oil ¼ cup freshly grated Parmesan cheese']","In a food processor or blender
    jar, combine spinach, almonds, shallot, garlic, lemon juice, lemon peel
    and red pepper flakes. Pulse
    lightly to blend. Gradually add oil, blending until well-chopped and blended, but not puréed.,Transfer the spinach-almond
    mixture to a medium bowl.,Stir in Parmesan cheese.",['Serving size: 2 tablespoons Serves\n8'],['Calories: 100; Calories from Fat: 90; Total Fat: 9g;\nSaturated Fat: 1.5; Trans Fat: 0g; Cholesterol: 0mg; Sodium: 60mg; Total Carbohydrate: 4g; Dietary Fiber: 2g; Sugars: 1g; Protein: 4g']
Snacks and Sides,Peach Chutney with Chinese Five Spice Recipe,https://www.eatright.org/recipes/snacks-and-sides/peach-chutney-with-chinese-five-spice-recipe,"Chutney's linguistic origins — from the Sanskrit wordcatni, meaning ""to lick"" — shows off this spicy condiment's flavorful
background. Made of fruits and vegetables, vinegar, sugar and spices, chutneys are
traditionally served with curried dishes. Fruit chutney also makes a great complement
for grilled pork chops, broiled chicken breasts and baked ham; a flavorful
spread on sandwiches; a sweet-tangy condiment with cheese; and even a unique
ingredient on flatbread.,Each region of Central Asia has its own distinctive chutney recipe.
This version is flavored with Chinese five spice, typically made of star anise,
cinnamon, cloves, Sichuan peppercorns and fennel seeds. This spice blend imparts
a perception of sweetness without added sugar.","['2 teaspoons canola oil 1 large shallot, minced (2 to 3\ntablespoons) 2 teaspoons grated peeled ginger root 1 clove garlic, minced 2 large fresh ripe peaches,\nchopped in 1-inch pieces ½ cup dried tart red\ncherries or currants 2 tablespoons balsamic vinegar 1 tablespoon packed brown sugar 1\nteaspoon Chinese five spice powder ⅓ cup slivered almonds']","Heat oil in a medium
    saucepan over medium heat. Add shallot, ginger root and garlic. Cook and
    stir for about 3 minutes, or until the shallot is softened but not browned.,Reduce heat to low. Stir in peaches and cherries or currants. Cook and stir until peaches soften
    but still keep their shape, about 5 minutes. Remove from heat.,Let cool and place in blender. Add vinegar, brown sugar and
    Chinese five spice powder. Blend well.,Pour into serving bowl. Mix in almonds.,Serve warm
    or chilled as a condiment, sauce or spread. The chutney can be frozen for later
    use. Makes about 2 cups.,If peaches are unripe, place in
    a paper bag on the counter. Ethylene gas from the peaches helps them to ripen more quickly. Putting a banana
    in the bag softens peaches even faster.,Chinese five spice
    powder is available in many supermarkets. If unavailable, make your own! For a
    yield of 4 teaspoons Chinese five spice powder, combine 1¼ teaspoons ground
    fennel seeds, 1 teaspoon ground star anise, 1 teaspoon ground Sichuan
    peppercorns, ½ teaspoon ground cinnamon and ½ teaspoon ground cloves.",['Serving size: ¼ cup Serves 8'],['Calories: 100; Calories from fat: 40; Total fat: 4g; Saturated fat: 0; Trans fat: 0g;\nCholesterol: 0mg; Sodium: 0mg; Total carbohydrate: 15g; Dietary fiber: 2g;\nSugars: 11g; Protein: 2g']
Snacks and Sides,Baked Onion Rings Recipe,https://www.eatright.org/recipes/snacks-and-sides/baked-onion-rings-recipe,['These baked onion rings are a gluten-free crowd pleaser!'],['1 large onion Gluten-free cooking spray or 2 teaspoons olive oil 1 cup gluten-free brown rice cracker crumbs ½ teaspoon paprika ¼ teaspoon salt ¼ teaspoon black pepper 1 egg 1 egg white'],,[],[]
Snacks and Sides,Mike's Sicilian Cauliflower Recipe,https://www.eatright.org/recipes/snacks-and-sides/mikes-sicilian-cauliflower-recipe,"Mike may make the best pizza in New York City, but he has an even bigger secret… he can make cauliflower taste better than pasta! We begged him for the recipe and now we can't keep cooking enough to feed our friends and family because it'sthatgood.,This easy, mouth-watering recipe will have your family reaping the nutritional benefits of this super veggie. Cauliflower is not only low in saturated fat and cholesterol, but also a good source of protein, riboflavin, niacin, magnesium and phosphorous — and an even greater source of dietary fiber, vitamins C and K, vitamin B6, folate, potassium, manganese and pantothenic acid.","['2 tablespoons extra-virgin olive oil 2 garlic cloves, minced 2 cups Vidalia onions, diced 1-pound can, low-sodium crushed tomatoes 1 cup low-sodium vegetable broth, or water 1 large head of cauliflower, broken into florets 1 pound ground beef, 85% lean 1 tablespoon fresh thyme 1 tablespoon fresh basil ¼ cup Parmesan cheese']",,[],[]
Snacks and Sides,Whipped Fresh Herb Cheese Recipe,https://www.eatright.org/recipes/snacks-and-sides/whipped-fresh-herb-cheese-recipe,"['This whipped delight is a perfect swap for high-fat dips. Serve it with chips or crackers, on veggie trays, as a spread on toast, in pasta dishes, or swap out the herbs and garlic for honey and cinnamon for a fruit dip!']","['2 (16-ounce) containers low-fat cottage cheese ¼ cup fresh chives,\xa0chopped ¼ cup fresh basil,\xa0chopped ¼ cup fresh flat-leaf parsley,\xa0chopped 1 clove garlic, minced 3 tablespoons fresh lemon juice (about 1 lemon) Black pepper to taste']",,['Serving size: ¼ cup Serves 12'],['Calories: 60; Total Fat: 1g; Saturated Fat: 0g; Trans\xa0Fat: 0g; Cholesterol: 5mg; Sodium: 310mg; Total Carbohydrate: 3g; Dietary Fiber: 0g; Sugars: 2g; Protein: 9g; Vitamin A: 4%; Vitamin C: 6%; Calcium: 6%; Iron: 2%.']
